"isolated_spore_n","germinated_spores_n","germination_ratio_n","germination_ratio_mean","germination_ratio_sd","germination_ratio_se","segregation_ratio_n","segregation_ratio_mean","segregation_ratio_sd","segregation_ratio_se"
841,692,14,0.816146148537453,0.135582536833755,0.0362359571758265,14,0.426370182087217,0.0917259359059637,0.0245147875458073
